timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1781717422519,170,JP04_TC02_SignIN_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,4095,612,1,4,null,0,5,0
1781717422521,170,JP04_TC02_SignIN/actions/Account.action-215,200,,Thread Group_ProductBooking 4-1,text,true,,4095,612,1,4,https://petstore.octoperf.com/actions/Account.action?signonForm=,170,0,0
1781717423528,369,JP03_TC03_Login_1_1,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group_AddToCart 3-1,,true,,5372,1655,1,4,null,0,6,0
1781717423529,171,JP03_TC03_Login1/actions/Account.action-181,302,,Thread Group_AddToCart 3-1,,true,,230,999,1,4,https://petstore.octoperf.com/actions/Account.action,171,0,0
1781717423701,198,JP03_TC03_Login2/actions/Catalog.action-182,200,,Thread Group_AddToCart 3-1,text,true,,5142,656,1,4,https://petstore.octoperf.com/actions/Catalog.action,196,0,0
1781717425614,189,JP01_TC03_Search_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_Search 1-1,,true,,4081,967,1,4,null,0,2,0
1781717425615,189,JP01_TC03_Search/actions/Catalog.action;jsessionid=FBAEF459EE3D12E0BBF243058232AB9F-31,200,,Thread Group_Search 1-1,text,true,,4081,967,1,4,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=D1D45B9823F4F75ED4D640915FBADB76,189,0,0
1781717425901,331,JP04_TC03_Login_1_1,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,5372,1581,1,4,null,0,8,0
1781717425905,166,JP04_TC03_Login1/actions/Account.action-216,302,,Thread Group_ProductBooking 4-1,,true,,230,969,1,4,https://petstore.octoperf.com/actions/Account.action,166,0,0
1781717426073,165,JP04_TC03_Login2/actions/Catalog.action-217,200,,Thread Group_ProductBooking 4-1,text,true,,5142,612,1,4,https://petstore.octoperf.com/actions/Catalog.action,165,0,0
1781717427834,6,Debug Sampler,200,OK,Thread Group_Search 1-1,text,true,,1526,0,1,4,null,0,0,0
1781717428536,169,JP03_TC04_Select_Product_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_AddToCart 3-1,,true,,3805,634,1,3,null,0,4,0
1781717428538,169,JP03_TC04_Select_Product/actions/Catalog.action-183,200,,Thread Group_AddToCart 3-1,text,true,,3805,634,1,3,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,169,0,0
1781717431969,176,JP02_TC04_Select_SubProduct_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ViewDetails 2-1,,true,,3820,663,1,3,null,0,5,0
1781717431970,176,JP02_TC04_Select_SubProduct/actions/Catalog.action-60,200,,Thread Group_ViewDetails 2-1,text,true,,3820,663,1,3,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-SB-02,176,0,0
1781717433274,169,JP03_TC05_Select_SubProduct_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_AddToCart 3-1,,true,,3966,666,1,3,null,0,4,0
1781717433276,169,JP03_TC05_Select_SubProduct/actions/Catalog.action-184,200,,Thread Group_AddToCart 3-1,text,true,,3966,666,1,3,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-LI-02,169,0,0
1781717433576,168,JP04_TC04_SelectProduct_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,3805,634,1,3,null,0,3,0
1781717433577,168,JP04_TC04_SelectProduct/actions/Catalog.action-218,200,,Thread Group_ProductBooking 4-1,text,true,,3805,634,1,3,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,168,0,0
1781717436937,170,JP03_TC06_SelectItemID_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_AddToCart 3-1,,true,,3939,656,1,3,null,0,2,0
1781717436938,170,JP03_TC06_SelectItemID/actions/Catalog.action-186,200,,Thread Group_AddToCart 3-1,text,true,,3939,656,1,3,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-13,169,0,0
1781717438440,169,JP04_TC05_SelectSubProduct_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,4272,666,1,3,null,0,3,0
1781717438441,169,JP04_TC05_SelectSubProduct/actions/Catalog.action-219,200,,Thread Group_ProductBooking 4-1,text,true,,4272,666,1,3,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=RP-SN-01,168,0,0
1781717438500,171,JP02_TC05_Select_ItemID_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ViewDetails 2-1,,true,,3797,656,1,3,null,0,3,0
1781717438502,171,JP02_TC05_Select_ItemID/actions/Catalog.action-61,200,,Thread Group_ViewDetails 2-1,text,true,,3797,656,1,3,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-19,171,0,0
1781717440791,172,JP03_TC07_Click_AddToCart_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_AddToCart 3-1,,true,,4813,657,1,3,null,0,3,0
1781717440793,172,JP03_TC07_Click_AddToCart/actions/Cart.action-187,200,,Thread Group_AddToCart 3-1,text,true,,4813,657,1,3,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-13,171,0,0
1781717441676,3,Debug Sampler,200,OK,Thread Group_ViewDetails 2-1,text,true,,948,0,1,3,null,0,0,0
1781717443194,337,JP03_TC08_SignOut_1_1,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group_AddToCart 3-1,,true,,5278,1275,1,2,null,0,5,0
1781717443195,167,JP03_TC08_SignOut1/actions/Account.action-188,302,,Thread Group_AddToCart 3-1,,true,,230,642,1,2,https://petstore.octoperf.com/actions/Account.action?signoff=,167,0,0
1781717443365,170,JP03_TC08_SignOut2/actions/Catalog.action-189,200,,Thread Group_AddToCart 3-1,text,true,,5048,633,1,2,https://petstore.octoperf.com/actions/Catalog.action,169,0,0
1781717443384,167,JP04_TC06_Select_ITEMID_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,3947,656,1,2,null,0,2,0
1781717443385,167,JP04_TC06_Select_ITEMID/actions/Catalog.action-221,200,,Thread Group_ProductBooking 4-1,text,true,,3947,656,1,2,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-11,167,0,0
1781717445547,7,Debug Sampler,200,OK,Thread Group_AddToCart 3-1,text,true,,1818,0,1,2,null,0,0,0
1781717448975,184,JP04_TC07_Click_AddToCart_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,4816,657,1,1,null,0,3,0
1781717448977,184,JP04_TC07_Click_AddToCart/actions/Cart.action-223,200,,Thread Group_ProductBooking 4-1,text,true,,4816,657,1,1,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-11,183,0,0
1781717456397,184,JP04_TC08_Click_ProceedToCheckout_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,5555,645,1,1,null,0,3,0
1781717456398,184,JP04_TC08_Click_ProceedToCheckout/actions/Order.action-224,200,,Thread Group_ProductBooking 4-1,text,true,,5555,645,1,1,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,184,0,0
1781717461826,183,JP04_TC09_Click_Continue_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,4697,1222,1,1,null,0,1,0
1781717461827,183,JP04_TC09_Click_Continue/actions/Order.action-225,200,,Thread Group_ProductBooking 4-1,text,true,,4697,1222,1,1,https://petstore.octoperf.com/actions/Order.action,182,0,0
1781717466259,172,JP04_TC10_Click_Confirm_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,5401,621,1,1,null,0,3,0
1781717466261,172,JP04_TC10_Click_Confirm/actions/Order.action-226,200,,Thread Group_ProductBooking 4-1,text,true,,5401,621,1,1,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,171,0,0
1781717472053,184,JP04_TC11_GoTo_MyAccount_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,6449,640,1,1,null,0,2,0
1781717472055,184,JP04_TC11_GoTo_MyAccount/actions/Account.action-227,200,,Thread Group_ProductBooking 4-1,text,true,,6449,640,1,1,https://petstore.octoperf.com/actions/Account.action?editAccountForm=,183,0,0
1781717479894,905,JP04_TC12_GoTo_MyOrders_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,5131,627,1,1,null,0,1,675
1781717479895,905,JP04_TC12_GoTo_MyOrders/actions/Order.action-228,200,,Thread Group_ProductBooking 4-1,text,true,,5131,627,1,1,https://petstore.octoperf.com/actions/Order.action?listOrders=,904,0,675
1781717484386,181,JP04_TC13_Click_OrderID_1_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,5325,634,1,1,null,0,2,0
1781717484387,181,JP04_TC13_Click_OrderID/actions/Order.action-229,200,,Thread Group_ProductBooking 4-1,text,true,,5325,634,1,1,https://petstore.octoperf.com/actions/Order.action?viewOrder=&orderId=428001,180,0,0
1781717492023,379,JP04_TC14_SignOut_1_1,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group_ProductBooking 4-1,,true,,5278,1257,1,1,null,0,3,0
1781717492024,196,JP04_TC14_SignOut1/actions/Account.action-230,302,,Thread Group_ProductBooking 4-1,,true,,230,633,1,1,https://petstore.octoperf.com/actions/Account.action?signoff=,196,0,0
1781717492221,183,JP04_TC14_SignOut2/actions/Catalog.action-231,200,,Thread Group_ProductBooking 4-1,text,true,,5048,624,1,1,https://petstore.octoperf.com/actions/Catalog.action,181,0,0
1781717495413,4,Debug Sampler,200,OK,Thread Group_ProductBooking 4-1,text,true,,2439,0,1,1,null,0,0,0
